# LAMMPS data file written by OVITO Basic 3.8.0

2880 atoms
2 atom types

-30.0 30.0 xlo xhi
-30.0 30.0 ylo yhi
-30.0 30.0 zlo zhi

Atoms  # atomic

1 1 -14.9808868615 -15.9808868615 -16.0
2 1 -11.4091131385 -12.4091131385 -16.0
3 1 -14.2141131385 -13.1758868615 -14.355
4 1 -12.1758868615 -15.2141131385 -14.355
5 1 -14.9808868615 -15.9808868615 -12.71
6 1 -11.4091131385 -12.4091131385 -12.71
7 1 -14.2141131385 -13.1758868615 -11.065
8 1 -12.1758868615 -15.2141131385 -11.065
9 1 -14.9808868615 -15.9808868615 -9.42
10 1 -11.4091131385 -12.4091131385 -9.42
11 1 -14.2141131385 -13.1758868615 -7.775
12 1 -12.1758868615 -15.2141131385 -7.775
13 1 -14.9808868615 -15.9808868615 -6.13
14 1 -11.4091131385 -12.4091131385 -6.13
15 1 -14.2141131385 -13.1758868615 -4.485
16 1 -12.1758868615 -15.2141131385 -4.485
17 1 -14.9808868615 -15.9808868615 -2.84
18 1 -11.4091131385 -12.4091131385 -2.84
19 1 -14.2141131385 -13.1758868615 -1.195
20 1 -12.1758868615 -15.2141131385 -1.195
21 1 -14.9808868615 -10.3708868615 -16.0
22 1 -11.4091131385 -6.7991131385 -16.0
23 1 -14.2141131385 -7.5658868615 -14.355
24 1 -12.1758868615 -9.6041131385 -14.355
25 1 -14.9808868615 -10.3708868615 -12.71
26 1 -11.4091131385 -6.7991131385 -12.71
27 1 -14.2141131385 -7.5658868615 -11.065
28 1 -12.1758868615 -9.6041131385 -11.065
29 1 -14.9808868615 -10.3708868615 -9.42
30 1 -11.4091131385 -6.7991131385 -9.42
31 1 -14.2141131385 -7.5658868615 -7.775
32 1 -12.1758868615 -9.6041131385 -7.775
33 1 -14.9808868615 -10.3708868615 -6.13
34 1 -11.4091131385 -6.7991131385 -6.13
35 1 -14.2141131385 -7.5658868615 -4.485
36 1 -12.1758868615 -9.6041131385 -4.485
37 1 -14.9808868615 -10.3708868615 -2.84
38 1 -11.4091131385 -6.7991131385 -2.84
39 1 -14.2141131385 -7.5658868615 -1.195
40 1 -12.1758868615 -9.6041131385 -1.195
41 1 -14.9808868615 -4.7608868615 -16.0
42 1 -11.4091131385 -1.1891131385 -16.0
43 1 -14.2141131385 -1.9558868615 -14.355
44 1 -12.1758868615 -3.9941131385 -14.355
45 1 -14.9808868615 -4.7608868615 -12.71
46 1 -11.4091131385 -1.1891131385 -12.71
47 1 -14.2141131385 -1.9558868615 -11.065
48 1 -12.1758868615 -3.9941131385 -11.065
49 1 -14.9808868615 -4.7608868615 -9.42
50 1 -11.4091131385 -1.1891131385 -9.42
51 1 -14.2141131385 -1.9558868615 -7.775
52 1 -12.1758868615 -3.9941131385 -7.775
53 1 -14.9808868615 -4.7608868615 -6.13
54 1 -11.4091131385 -1.1891131385 -6.13
55 1 -14.2141131385 -1.9558868615 -4.485
56 1 -12.1758868615 -3.9941131385 -4.485
57 1 -14.9808868615 -4.7608868615 -2.84
58 1 -11.4091131385 -1.1891131385 -2.84
59 1 -14.2141131385 -1.9558868615 -1.195
60 1 -12.1758868615 -3.9941131385 -1.195
61 1 -9.3708868615 -15.9808868615 -16.0
62 1 -5.7991131385 -12.4091131385 -16.0
63 1 -8.6041131385 -13.1758868615 -14.355
64 1 -6.5658868615 -15.2141131385 -14.355
65 1 -9.3708868615 -15.9808868615 -12.71
66 1 -5.7991131385 -12.4091131385 -12.71
67 1 -8.6041131385 -13.1758868615 -11.065
68 1 -6.5658868615 -15.2141131385 -11.065
69 1 -9.3708868615 -15.9808868615 -9.42
70 1 -5.7991131385 -12.4091131385 -9.42
71 1 -8.6041131385 -13.1758868615 -7.775
72 1 -6.5658868615 -15.2141131385 -7.775
73 1 -9.3708868615 -15.9808868615 -6.13
74 1 -5.7991131385 -12.4091131385 -6.13
75 1 -8.6041131385 -13.1758868615 -4.485
76 1 -6.5658868615 -15.2141131385 -4.485
77 1 -9.3708868615 -15.9808868615 -2.84
78 1 -5.7991131385 -12.4091131385 -2.84
79 1 -8.6041131385 -13.1758868615 -1.195
80 1 -6.5658868615 -15.2141131385 -1.195
81 1 -9.3708868615 -10.3708868615 -16.0
82 1 -5.7991131385 -6.7991131385 -16.0
83 1 -8.6041131385 -7.5658868615 -14.355
84 1 -6.5658868615 -9.6041131385 -14.355
85 1 -9.3708868615 -10.3708868615 -12.71
86 1 -5.7991131385 -6.7991131385 -12.71
87 1 -8.6041131385 -7.5658868615 -11.065
88 1 -6.5658868615 -9.6041131385 -11.065
89 1 -9.3708868615 -10.3708868615 -9.42
90 1 -5.7991131385 -6.7991131385 -9.42
91 1 -8.6041131385 -7.5658868615 -7.775
92 1 -6.5658868615 -9.6041131385 -7.775
93 1 -9.3708868615 -10.3708868615 -6.13
94 1 -5.7991131385 -6.7991131385 -6.13
95 1 -8.6041131385 -7.5658868615 -4.485
96 1 -6.5658868615 -9.6041131385 -4.485
97 1 -9.3708868615 -10.3708868615 -2.84
98 1 -5.7991131385 -6.7991131385 -2.84
99 1 -8.6041131385 -7.5658868615 -1.195
100 1 -6.5658868615 -9.6041131385 -1.195
101 1 -9.3708868615 -4.7608868615 -16.0
102 1 -5.7991131385 -1.1891131385 -16.0
103 1 -8.6041131385 -1.9558868615 -14.355
104 1 -6.5658868615 -3.9941131385 -14.355
105 1 -9.3708868615 -4.7608868615 -12.71
106 1 -5.7991131385 -1.1891131385 -12.71
107 1 -8.6041131385 -1.9558868615 -11.065
108 1 -6.5658868615 -3.9941131385 -11.065
109 1 -9.3708868615 -4.7608868615 -9.42
110 1 -5.7991131385 -1.1891131385 -9.42
111 1 -8.6041131385 -1.9558868615 -7.775
112 1 -6.5658868615 -3.9941131385 -7.775
113 1 -9.3708868615 -4.7608868615 -6.13
114 1 -5.7991131385 -1.1891131385 -6.13
115 1 -8.6041131385 -1.9558868615 -4.485
116 1 -6.5658868615 -3.9941131385 -4.485
117 1 -9.3708868615 -4.7608868615 -2.84
118 1 -5.7991131385 -1.1891131385 -2.84
119 1 -8.6041131385 -1.9558868615 -1.195
120 1 -6.5658868615 -3.9941131385 -1.195
121 1 -3.7608868615 -15.9808868615 -16.0
122 1 -0.1891131385 -12.4091131385 -16.0
123 1 -2.9941131385 -13.1758868615 -14.355
124 1 -0.9558868615 -15.2141131385 -14.355
125 1 -3.7608868615 -15.9808868615 -12.71
126 1 -0.1891131385 -12.4091131385 -12.71
127 1 -2.9941131385 -13.1758868615 -11.065
128 1 -0.9558868615 -15.2141131385 -11.065
129 1 -3.7608868615 -15.9808868615 -9.42
130 1 -0.1891131385 -12.4091131385 -9.42
131 1 -2.9941131385 -13.1758868615 -7.775
132 1 -0.9558868615 -15.2141131385 -7.775
133 1 -3.7608868615 -15.9808868615 -6.13
134 1 -0.1891131385 -12.4091131385 -6.13
135 1 -2.9941131385 -13.1758868615 -4.485
136 1 -0.9558868615 -15.2141131385 -4.485
137 1 -3.7608868615 -15.9808868615 -2.84
138 1 -0.1891131385 -12.4091131385 -2.84
139 1 -2.9941131385 -13.1758868615 -1.195
140 1 -0.9558868615 -15.2141131385 -1.195
141 1 -3.7608868615 -10.3708868615 -16.0
142 1 -0.1891131385 -6.7991131385 -16.0
143 1 -2.9941131385 -7.5658868615 -14.355
144 1 -0.9558868615 -9.6041131385 -14.355
145 1 -3.7608868615 -10.3708868615 -12.71
146 1 -0.1891131385 -6.7991131385 -12.71
147 1 -2.9941131385 -7.5658868615 -11.065
148 1 -0.9558868615 -9.6041131385 -11.065
149 1 -3.7608868615 -10.3708868615 -9.42
150 1 -0.1891131385 -6.7991131385 -9.42
151 1 -2.9941131385 -7.5658868615 -7.775
152 1 -0.9558868615 -9.6041131385 -7.775
153 1 -3.7608868615 -10.3708868615 -6.13
154 1 -0.1891131385 -6.7991131385 -6.13
155 1 -2.9941131385 -7.5658868615 -4.485
156 1 -0.9558868615 -9.6041131385 -4.485
157 1 -3.7608868615 -10.3708868615 -2.84
158 1 -0.1891131385 -6.7991131385 -2.84
159 1 -2.9941131385 -7.5658868615 -1.195
160 1 -0.9558868615 -9.6041131385 -1.195
161 1 -3.7608868615 -4.7608868615 -16.0
162 1 -0.1891131385 -1.1891131385 -16.0
163 1 -2.9941131385 -1.9558868615 -14.355
164 1 -0.9558868615 -3.9941131385 -14.355
165 1 -3.7608868615 -4.7608868615 -12.71
166 1 -0.1891131385 -1.1891131385 -12.71
167 1 -2.9941131385 -1.9558868615 -11.065
168 1 -0.9558868615 -3.9941131385 -11.065
169 1 -3.7608868615 -4.7608868615 -9.42
170 1 -0.1891131385 -1.1891131385 -9.42
171 1 -2.9941131385 -1.9558868615 -7.775
172 1 -0.9558868615 -3.9941131385 -7.775
173 1 -3.7608868615 -4.7608868615 -6.13
174 1 -0.1891131385 -1.1891131385 -6.13
175 1 -2.9941131385 -1.9558868615 -4.485
176 1 -0.9558868615 -3.9941131385 -4.485
177 1 -3.7608868615 -4.7608868615 -2.84
178 1 -0.1891131385 -1.1891131385 -2.84
179 1 -2.9941131385 -1.9558868615 -1.195
180 1 -0.9558868615 -3.9941131385 -1.195
181 2 -14.9808892204 -12.4091107796 -16.0
