# LAMMPS data file written by OVITO Basic 3.8.0

2880 atoms
2 atom types

-30.0 30.0 xlo xhi
-30.0 30.0 ylo yhi
-30.0 30.0 zlo zhi

Atoms  # atomic

1 1 -15.0 -12.3144013345 -16.6264072949
2 1 -13.36 -15.1595358716 -16.6264235157
3 1 -13.36 -17.0568315596 -13.9763787438
4 1 -15.0 -14.211710026 -13.9764463488
5 1 -15.0 -12.3144013345 -11.3264072949
6 1 -13.36 -15.1595358716 -11.3264235157
7 1 -13.36 -17.0568315596 -8.6763787438
8 1 -15.0 -14.211710026 -8.6764463488
9 1 -15.0 -12.3144013345 -6.0264072949
10 1 -13.36 -15.1595358716 -6.0264235157
11 1 -13.36 -17.0568315596 -3.3763787438
12 1 -15.0 -14.211710026 -3.3764463488
13 1 -15.0 -6.6244013345 -16.6264072949
14 1 -13.36 -9.4695358716 -16.6264235157
15 1 -13.36 -11.3668315596 -13.9763787438
16 1 -15.0 -8.521710026 -13.9764463488
17 1 -15.0 -6.6244013345 -11.3264072949
18 1 -13.36 -9.4695358716 -11.3264235157
19 1 -13.36 -11.3668315596 -8.6763787438
20 1 -15.0 -8.521710026 -8.6764463488
21 1 -15.0 -6.6244013345 -6.0264072949
22 1 -13.36 -9.4695358716 -6.0264235157
23 1 -13.36 -11.3668315596 -3.3763787438
24 1 -15.0 -8.521710026 -3.3764463488
25 1 -15.0 -0.9344013345 -16.6264072949
26 1 -13.36 -3.7795358716 -16.6264235157
27 1 -13.36 -5.6768315596 -13.9763787438
28 1 -15.0 -2.831710026 -13.9764463488
29 1 -15.0 -0.9344013345 -11.3264072949
30 1 -13.36 -3.7795358716 -11.3264235157
31 1 -13.36 -5.6768315596 -8.6763787438
32 1 -15.0 -2.831710026 -8.6764463488
33 1 -15.0 -0.9344013345 -6.0264072949
34 1 -13.36 -3.7795358716 -6.0264235157
35 1 -13.36 -5.6768315596 -3.3763787438
36 1 -15.0 -2.831710026 -3.3764463488
37 1 -11.72 -12.3144013345 -16.6264072949
38 1 -10.08 -15.1595358716 -16.6264235157
39 1 -10.08 -17.0568315596 -13.9763787438
40 1 -11.72 -14.211710026 -13.9764463488
41 1 -11.72 -12.3144013345 -11.3264072949
42 1 -10.08 -15.1595358716 -11.3264235157
43 1 -10.08 -17.0568315596 -8.6763787438
44 1 -11.72 -14.211710026 -8.6764463488
45 1 -11.72 -12.3144013345 -6.0264072949
46 1 -10.08 -15.1595358716 -6.0264235157
47 1 -10.08 -17.0568315596 -3.3763787438
48 1 -11.72 -14.211710026 -3.3764463488
49 1 -11.72 -6.6244013345 -16.6264072949
50 1 -10.08 -9.4695358716 -16.6264235157
51 1 -10.08 -11.3668315596 -13.9763787438
52 1 -11.72 -8.521710026 -13.9764463488
53 1 -11.72 -6.6244013345 -11.3264072949
54 1 -10.08 -9.4695358716 -11.3264235157
55 1 -10.08 -11.3668315596 -8.6763787438
56 1 -11.72 -8.521710026 -8.6764463488
57 1 -11.72 -6.6244013345 -6.0264072949
58 1 -10.08 -9.4695358716 -6.0264235157
59 1 -10.08 -11.3668315596 -3.3763787438
60 1 -11.72 -8.521710026 -3.3764463488
61 1 -11.72 -0.9344013345 -16.6264072949
62 1 -10.08 -3.7795358716 -16.6264235157
63 1 -10.08 -5.6768315596 -13.9763787438
64 1 -11.72 -2.831710026 -13.9764463488
65 1 -11.72 -0.9344013345 -11.3264072949
66 1 -10.08 -3.7795358716 -11.3264235157
67 1 -10.08 -5.6768315596 -8.6763787438
68 1 -11.72 -2.831710026 -8.6764463488
69 1 -11.72 -0.9344013345 -6.0264072949
70 1 -10.08 -3.7795358716 -6.0264235157
71 1 -10.08 -5.6768315596 -3.3763787438
72 1 -11.72 -2.831710026 -3.3764463488
73 1 -8.44 -12.3144013345 -16.6264072949
74 1 -6.8 -15.1595358716 -16.6264235157
75 1 -6.8 -17.0568315596 -13.9763787438
76 1 -8.44 -14.211710026 -13.9764463488
77 1 -8.44 -12.3144013345 -11.3264072949
78 1 -6.8 -15.1595358716 -11.3264235157
79 1 -6.8 -17.0568315596 -8.6763787438
80 1 -8.44 -14.211710026 -8.6764463488
81 1 -8.44 -12.3144013345 -6.0264072949
82 1 -6.8 -15.1595358716 -6.0264235157
83 1 -6.8 -17.0568315596 -3.3763787438
84 1 -8.44 -14.211710026 -3.3764463488
85 1 -8.44 -6.6244013345 -16.6264072949
86 1 -6.8 -9.4695358716 -16.6264235157
87 1 -6.8 -11.3668315596 -13.9763787438
88 1 -8.44 -8.521710026 -13.9764463488
89 1 -8.44 -6.6244013345 -11.3264072949
90 1 -6.8 -9.4695358716 -11.3264235157
91 1 -6.8 -11.3668315596 -8.6763787438
92 1 -8.44 -8.521710026 -8.6764463488
93 1 -8.44 -6.6244013345 -6.0264072949
94 1 -6.8 -9.4695358716 -6.0264235157
95 1 -6.8 -11.3668315596 -3.3763787438
96 1 -8.44 -8.521710026 -3.3764463488
97 1 -8.44 -0.9344013345 -16.6264072949
98 1 -6.8 -3.7795358716 -16.6264235157
99 1 -6.8 -5.6768315596 -13.9763787438
100 1 -8.44 -2.831710026 -13.9764463488
101 1 -8.44 -0.9344013345 -11.3264072949
102 1 -6.8 -3.7795358716 -11.3264235157
103 1 -6.8 -5.6768315596 -8.6763787438
104 1 -8.44 -2.831710026 -8.6764463488
105 1 -8.44 -0.9344013345 -6.0264072949
106 1 -6.8 -3.7795358716 -6.0264235157
107 1 -6.8 -5.6768315596 -3.3763787438
