LAMMPS data file via write_data, version 11 Aug 2017, timestep = 20

500 atoms
2 atom types

-3.0000000000000000e+01 3.0000000000000000e+01 xlo xhi
-3.0000000000000000e+01 3.0000000000000000e+01 ylo yhi
-3.0000000000000000e+01 3.0000000000000000e+01 zlo zhi

Masses

1 15.999
2 65.38

Atoms # charge

36 1 -6.4550120000000000e-01 -9.4814869344860622e+00 -2.8450568692759724e+01 -2.7970562466344660e+01 0 0 0
250 2 6.4550120000000000e-01 -1.0361325799781621e+01 -2.8820559338746634e+01 -2.6312191041310491e+01 0 0 0
420 2 6.4550120000000000e-01 -9.2297509995005900e+00 -2.9779841508673421e+01 -2.9315502349393036e+01 0 0 0
41 1 -6.4550120000000000e-01 -7.2376880298887789e+00 -2.9593809527321582e+01 -2.9266701986339822e+01 0 0 0
110 1 -6.4550120000000000e-01 -4.3675786564106671e+00 -2.8461006333338425e+01 -2.7839328407793861e+01 0 0 0
111 1 -6.4550120000000000e-01 -4.4696704811432761e+00 -2.5471664505455660e+01 -2.9546925188752379e+01 0 0 0
148 1 -6.4550120000000000e-01 -6.8895809913020276e+00 -2.9017954913473545e+01 -2.5993281473971280e+01 0 0 0
149 1 -6.4550120000000000e-01 -6.6940085542475609e+00 -2.6409719468545209e+01 -2.7515341366978110e+01 0 0 0
343 2 6.4550120000000000e-01 -7.5410005932294109e+00 -2.8150761976523889e+01 -2.7710105883614048e+01 0 0 0
359 2 6.4550120000000000e-01 -4.7041963930648292e+00 -2.6435098850874574e+01 -2.7770598073306918e+01 0 0 0
374 2 6.4550120000000000e-01 -5.2338582288741167e+00 -2.9467356680301773e+01 -2.9314447663736967e+01 0 0 0
453 2 6.4550120000000000e-01 -4.8965429100200497e+00 -2.9159184860285400e+01 -2.6037927877446812e+01 0 0 0
13 1 -6.4550120000000000e-01 -2.1610919861413507e+00 -2.6583023058953337e+01 -2.7662216238804270e+01 0 0 0
198 1 -6.4550120000000000e-01 -1.6974153329007946e+00 -2.9781245006764735e+01 -2.9109678270837691e+01 0 0 0
231 2 6.4550120000000000e-01 -1.1247976826931507e+00 -2.5302894350525012e+01 -2.8694624744791899e+01 0 0 0
371 2 6.4550120000000000e-01 -2.3448767734871598e+00 -2.8551491762566602e+01 -2.7650693557930321e+01 0 0 0
405 2 6.4550120000000000e-01 -2.2037600137478681e+00 -2.5590752243440097e+01 -2.5937496379555611e+01 0 0 0
300 2 6.4550120000000000e-01 -4.4388810793787350e+00 -2.3359605969871424e+01 -2.5943071764386126e+01 0 0 0
35 1 -6.4550120000000000e-01 -3.9447546017827704e+00 -2.2503317784881986e+01 -2.7573498864678356e+01 0 0 0
182 1 -6.4550120000000000e-01 -1.9161322616569152e+00 -2.3671910795350342e+01 -2.9250286088940022e+01 0 0 0
199 1 -6.4550120000000000e-01 -1.3459249679370804e+00 -2.3798169044409622e+01 -2.6037248971043066e+01 0 0 0
364 2 6.4550120000000000e-01 -3.9125106075864284e+00 -2.3737215508361256e+01 -2.9039078113023386e+01 0 0 0
368 2 6.4550120000000000e-01 -1.9903747675054559e+00 -2.2761861890631394e+01 -2.7501465430854420e+01 0 0 0
95 1 -6.4550120000000000e-01 -1.1892782389438867e+01 -2.7556709364963414e+01 -2.5916311818732368e+01 0 0 0
130 1 -6.4550120000000000e-01 -1.2017389505143106e+01 -2.8560198134477432e+01 -2.3162832382883639e+01 0 0 0
172 1 -6.4550120000000000e-01 -1.0231985288563136e+01 -2.5538543333994223e+01 -2.3270513114347729e+01 0 0 0
211 1 -6.4550120000000000e-01 -9.4218650240840436e+00 -2.8290642128121050e+01 -2.4578942005230992e+01 0 0 0
292 2 6.4550120000000000e-01 -1.0039131903686778e+01 -2.8871437888771364e+01 -2.2770139947779235e+01 0 0 0
325 2 6.4550120000000000e-01 -1.0872301975045316e+01 -2.6836871564007232e+01 -2.4453444904338312e+01 0 0 0
369 2 6.4550120000000000e-01 -1.2989685784800107e+01 -2.8736103230767494e+01 -2.4951246084688048e+01 0 0 0
87 1 -6.4550120000000000e-01 -6.8463199080554205e+00 -2.6179224319835377e+01 -2.4272962852471121e+01 0 0 0
207 1 -6.4550120000000000e-01 -4.6430114778755724e+00 -2.5281407688045395e+01 -2.2626470801430830e+01 0 0 0
290 2 6.4550120000000000e-01 -7.1661441616212809e+00 -2.5299196486371937e+01 -2.6061561993530610e+01 0 0 0
