LAMMPS data file via write_data, version 11 Aug 2017, timestep = 19

500 atoms
2 atom types

-3.0000000000000000e+01 3.0000000000000000e+01 xlo xhi
-3.0000000000000000e+01 3.0000000000000000e+01 ylo yhi
-3.0000000000000000e+01 3.0000000000000000e+01 zlo zhi

Masses

1 15.999
2 65.38

Atoms # charge

28 1 -6.4550120000000000e-01 -9.2028003808095651e+00 -3.5560764979733666e+00 -1.8129427155572294e+01 0 0 0
125 1 -6.4550120000000000e-01 -6.1818907205517579e+00 -1.6821909377617688e+00 -1.8350865080565555e+01 0 0 0
56 1 -6.4550120000000000e-01 -5.4694726553959923e+00 -9.8953365106812825e+00 -1.4273457805813589e+01 0 0 0
88 1 -6.4550120000000000e-01 -8.9473714127963149e+00 -9.1298350703788458e+00 -1.4837359792779173e+01 0 0 0
98 1 -6.4550120000000000e-01 -8.7045649028290288e+00 -6.3084395424590083e+00 -1.6595986878900799e+01 0 0 0
196 1 -6.4550120000000000e-01 -1.1511077983086087e+01 -6.2161993205058215e+00 -1.6075663992172991e+01 0 0 0
276 2 6.4550120000000000e-01 -9.8278319910865672e+00 -7.5257816192045590e+00 -1.5615102360475252e+01 0 0 0
420 2 6.4550120000000000e-01 -1.2011766895139615e+01 -6.4601936786061653e+00 -1.4151803848654259e+01 0 0 0
167 1 -6.4550120000000000e-01 -6.6326068342386826e+00 -7.0038815034311712e+00 -1.4156613577811934e+01 0 0 0
240 2 6.4550120000000000e-01 -7.5418120618791509e+00 -5.5956775883229071e+00 -1.5237572518145210e+01 0 0 0
266 2 6.4550120000000000e-01 -4.7911868807862152e+00 -6.4417023586189588e+00 -1.4152089711305702e+01 0 0 0
367 2 6.4550120000000000e-01 -7.0626518144865518e+00 -8.9086701749689770e+00 -1.4717438009813170e+01 0 0 0
23 1 -6.4550120000000000e-01 -3.1358150491195160e+00 -7.3630758359641391e+00 -1.4539148274590904e+01 0 0 0
299 2 6.4550120000000000e-01 -1.9251843262783286e+00 -6.0042139018146212e+00 -1.3915696001833375e+01 0 0 0
379 2 6.4550120000000000e-01 -3.7327179863762763e+00 -9.0825610688039333e+00 -1.4032415810515257e+01 0 0 0
49 1 -6.4550120000000000e-01 -1.4132767786319040e+01 -4.2976098000733103e+00 -1.4839809093647064e+01 0 0 0
79 1 -6.4550120000000000e-01 -1.4624959539783177e+01 -1.5551485850990237e+00 -1.6363472755890989e+01 0 0 0
219 2 6.4550120000000000e-01 -1.3224189348311757e+01 -5.4145434460141728e-01 -1.7152542185317770e+01 0 0 0
249 2 6.4550120000000000e-01 -1.4092544060170001e+01 -2.3709658013276118e+00 -1.4612820436787777e+01 0 0 0
328 2 6.4550120000000000e-01 -1.6193870920236165e+01 -9.1643641263103293e-01 -1.5453884629305501e+01 0 0 0
6 1 -6.4550120000000000e-01 -1.1160578414545940e+01 -3.3102376787546075e+00 -1.6183137426480787e+01 0 0 0
129 1 -6.4550120000000000e-01 -9.2767489310172948e+00 -1.6074219418097710e+00 -1.4040782539562771e+01 0 0 0
136 1 -6.4550120000000000e-01 -1.1477565997946311e+01 -6.0360276757661857e-01 -1.7899573069236315e+01 0 0 0
268 2 6.4550120000000000e-01 -1.0243986902748979e+01 -2.0538000024125695e+00 -1.7463467406430421e+01 0 0 0
286 2 6.4550120000000000e-01 -1.0994447292920643e+01 -2.6062581829951239e+00 -1.4302175822818016e+01 0 0 0
345 2 6.4550120000000000e-01 -1.2630884542150016e+01 -4.5923813705821752e+00 -1.5953548567418579e+01 0 0 0
372 2 6.4550120000000000e-01 -1.0011816786341541e+01 -4.9051231159798556e+00 -1.6904278872885488e+01 0 0 0
104 1 -6.4550120000000000e-01 -6.3910435044650846e+00 -1.1131184442057787e+00 -1.4464620907679452e+01 0 0 0
161 1 -6.4550120000000000e-01 -8.7498978542733266e+00 -5.2498692489643894e-01 -1.6944369356103142e+01 0 0 0
209 1 -6.4550120000000000e-01 -6.8465224154552606e+00 -3.8520151250471755e+00 -1.6114861041819164e+01 0 0 0
228 2 6.4550120000000000e-01 -4.9846308213092367e+00 -3.9167548336064550e+00 -1.5839951277585673e+01 0 0 0
251 2 6.4550120000000000e-01 -4.5662621539801256e+00 -4.2238991170049123e-01 -1.5117731395431862e+01 0 0 0
