LAMMPS data file via write_data, version 11 Aug 2017, timestep = 20000

5760 atoms
2 atom types

0.0000000000000000e+00 3.2799999999999997e+01 xlo xhi
0.0000000000000000e+00 3.4140000000000001e+01 ylo yhi
0.0000000000000000e+00 6.3600000000000001e+01 zlo zhi

Masses

1 15.999
2 65.38

Atoms # atomic

3 1 4.6289443994736557e+00 4.1899642585214131e-01 3.9298314424490637e+00 0 0 0
220 2 1.8775615396112251e+00 4.2467468277867537e+00 2.0564983108905261e+00 0 0 0
147 1 1.6235393721284449e+01 2.0451863592761304e+00 2.6536726636032593e+00 0 0 0
305 2 1.3079198891313869e+01 6.3171362354714011e+00 9.8035820540489649e+00 0 0 0
185 2 2.0122410355759017e+00 4.4294164002791314e+00 1.2694413255518812e+01 0 0 0
119 1 1.4474874404437744e+01 1.3772585085019722e+00 1.1034123429140974e+01 0 0 0
76 1 6.1517199629505877e+00 4.1845036282293808e+00 3.9170995714319696e+00 0 0 0
256 2 7.7022359998546266e+00 4.2313864995710952e+00 2.7730127358023506e+00 0 0 0
790 1 6.3221996931192246e+00 9.7088376948810895e-01 1.1387478126320664e+01 0 1 0
346 2 1.6253783773046951e+01 6.1504743058693876e+00 1.1387444316302313e+01 0 0 0
290 2 6.2794598425958625e+00 7.0128928884280173e-01 5.5154016895368194e+00 0 0 0
936 2 2.0088775380362263e+00 4.8776493209087829e-01 1.2169614167983829e+01 0 1 0
75 1 7.7695089857638875e+00 1.3492050614999791e+00 3.3299811788992404e+00 0 0 0
37 1 2.8432670717197075e+00 5.4621973842810059e+00 5.0701876135530421e-01 0 0 0
292 2 1.0609739323902337e+01 2.3552943987820969e+00 3.4730443564297286e+00 0 0 0
38 1 4.8087967802092173e+00 2.7318618023557497e+00 3.6942112105256991e-01 0 0 0
857 1 9.7222260659326381e+00 4.0419533787153838e+00 3.5318066142907787e+00 0 1 0
111 1 1.2149399336326725e+01 6.7616904666427591e-01 4.2143034752198805e+00 0 0 0
168 1 1.5054648885157318e+01 7.0893114734078626e+00 9.9559772655646128e+00 0 0 0
1594 1 1.0050266474029628e+00 5.0146171570074083e+00 9.1977224071016579e+00 1 0 0
148 1 1.2640207259692863e+01 2.9168643852287368e+00 2.9659060132163275e+00 0 0 0
328 2 1.4482510983379292e+01 2.9425446670680486e+00 2.5824555813133623e+00 0 0 0
2367 2 1.6358105359135578e+01 2.0184126923914228e-01 2.0198269244495588e+00 0 1 0
2480 2 7.1767884279104621e-01 5.3837152385094367e-01 7.1452504989294843e+00 1 1 0
6 1 1.1032576880971325e+00 4.9101912537235783e+00 6.2753660165792748e+00 0 0 0
1071 2 1.2492808635153027e+01 1.4300951339039127e+00 1.7593927878031044e+00 0 1 0
1587 1 3.2955831068780568e+00 3.6120727003053830e+00 3.2465271896489005e+00 1 0 0
15 1 1.3794583043097852e+00 6.2631750682549132e+00 2.7350662521222979e+00 0 0 0
926 2 3.2249192994296569e+00 1.9934953474269163e-01 5.6463989459000432e+00 0 1 0
193 2 3.0414710753643486e+00 7.3133060824613061e+00 2.1135438311763339e+00 0 0 0
55 1 2.6519331530094945e+00 7.7360506357643857e+00 6.9744375010902306e+00 0 0 0
51 1 4.3760825726482606e+00 6.2299570965552986e+00 3.1630688366443409e+00 0 0 0
255 2 4.0930972229660973e+00 1.8166608649790321e+00 2.6448622008127254e+00 0 0 0
87 1 8.0359211586926218e+00 6.4113534669247052e+00 3.3323491588219851e+00 0 0 0
265 2 8.3403875348994845e+00 5.7614330804813410e+00 6.9169712588369157e+00 0 0 0
232 2 6.8071426246640243e+00 7.1916932376192166e+00 1.9565701962117490e+00 0 0 0
112 1 1.2034556758435176e+01 4.2354955838491231e+00 5.8228398099231731e+00 0 0 0
963 2 7.2503548639621993e+00 2.8430355121778148e+00 4.8905700670224563e+00 0 1 0
291 2 9.7350798106409702e+00 5.9435693276732451e+00 2.8688817726893086e+00 0 0 0
123 1 1.1612409555621614e+01 6.2533524448093196e+00 3.4817829951194459e+00 0 0 0
74 1 7.9133741722197950e+00 2.9074474839107114e+00 5.3862861134580298e-01 0 0 0
146 1 1.4714078234657586e+01 2.7139215635406622e+00 1.5189302998582413e-01 0 0 0
300 2 1.2912786299588138e+01 6.5256373878176808e+00 1.2466068994903621e+01 0 0 0
327 2 1.2952820613686995e+01 5.1725913697245680e+00 2.4267132512637737e+00 0 0 0
159 1 1.4723812535050508e+01 6.6572022390959944e+00 2.1229935913788416e+00 0 0 0
272 2 6.1102744726299809e+00 6.0036445465894586e+00 4.2897440199660108e+00 0 0 0
145 1 1.2602351495020255e+01 5.4559752069262357e+00 4.2823362046967872e-01 0 0 0
197 2 6.3639690272223888e+00 5.3608094261486547e+00 9.7163486927888219e+00 0 0 0
40 1 7.9907424553653872e+00 4.3393637140557946e+00 5.6511390033488071e+00 0 0 0
184 2 4.1754062594654391e+00 3.5485220174544168e+00 5.2690864239173578e+00 0 0 0
301 2 1.1866015328216839e+01 3.7718657732512684e-01 6.2329540365472722e+00 0 0 0
218 2 2.2119307076031922e+00 3.8413451102520804e+00 7.9570589085069843e+00 0 0 0
10 1 6.8680063091104304e-01 5.8313809996383015e-01 1.0714603628372576e+01 0 0 0
90 1 9.2954000851280316e+00 7.1638327088958329e+00 6.2107918272934750e+00 0 0 0
821 1 5.6148442889864496e+00 2.3103306723461396e+00 6.2859318641411530e+00 0 1 0
254 2 5.2342589856231472e+00 4.6960403857618012e+00 2.0371940092676475e+00 0 0 0
78 1 8.6894498159138909e+00 1.9979910593075560e+00 7.8153113966322785e+00 0 0 0
260 2 9.2010212161980736e+00 4.4533601133260631e-01 6.8871675672000920e+00 0 0 0
289 2 1.4143208296828140e+01 2.2168373622437394e+00 7.0719186846829318e+00 0 0 0
58 1 1.0515419228013005e+01 7.0801329618560924e+00 8.7565316237440420e+00 0 0 0
307 2 8.7267215699527885e+00 8.1649572813525246e+00 4.6767606835762665e+00 0 0 0
114 1 9.7347372140474597e+00 1.8447110321148832e+00 5.3900518721025241e+00 0 0 0
14 1 2.1293095169047271e+00 8.1637429446394076e+00 4.2036957025876903e-01 0 0 0
118 1 1.5312007860134372e+01 3.3820823006641625e+00 6.1064349796958730e+00 0 0 0
337 2 1.3027172265443905e+01 3.0508661223666240e+00 5.0447973193798257e+00 0 0 0
152 1 1.5475790823335924e+01 2.0196204035683030e+00 8.4427381763682092e+00 0 0 0
893 1 1.2502860196822278e+01 1.8559322523879147e+00 6.7958925343408696e+00 0 1 0
42 1 2.8361234592280709e+00 2.0362754761688753e+00 5.8996605864365934e+00 0 0 0
109 1 9.7646162871206652e+00 5.3101482844500323e+00 8.8172920894671214e-01 0 0 0
219 2 9.1942353480195449e-01 5.7859820064653631e+00 4.5880648276256144e+00 0 0 0
8 1 7.3670733727644642e+00 4.9000669360185807e+00 8.1115271655613075e+00 0 0 0
293 2 1.0580774504014011e+01 3.3661177696696081e+00 1.1858055794064665e+01 0 0 0
41 1 3.9786592780942276e+00 4.4418130954990271e+00 7.3124807346647769e+00 0 0 0
54 1 5.8135345373768077e+00 6.6947518391665328e+00 6.0481298979355591e+00 0 0 0
1781 2 1.2670558112543764e+00 6.6274727618871170e+00 7.5685751821910561e+00 1 0 0
94 1 9.3527432061225024e+00 2.8113236675607478e+00 1.0742234833664615e+01 0 0 0
229 2 5.5460786300088687e+00 5.3483024516708868e+00 7.1237554094912738e+00 0 0 0
1590 1 4.9963951421735681e-01 3.8620279002426021e+00 3.2992642682967750e+00 1 0 0
296 2 9.9271513023635194e+00 5.9523953197088808e+00 1.0024808986796558e+01 0 0 0
270 2 8.1712197225466365e+00 7.9991064689615810e+00 9.9520102291835659e+00 0 0 0
1624 2 1.6365827861173003e+01 6.0123417193376021e+00 2.9763178197561819e+00 0 0 0
113 1 9.9863825593040563e+00 4.9248404018668985e+00 8.0540129513827345e+00 0 0 0
1075 2 1.5987504215653670e+01 5.8372609563263289e-01 9.8952683604365017e+00 0 1 0
302 2 1.1784508815764834e+01 4.2892481972842766e+00 7.9287289536230974e+00 0 0 0
817 1 6.3049462931171556e+00 8.3638681805985340e-02 4.8766389601724858e-01 0 1 0
128 1 1.3330055105894672e+01 7.1304598994476303e+00 5.7417794409819907e+00 0 0 0
125 1 1.6255164777346526e+01 8.1802512348545413e+00 7.1830600657351864e+00 0 0 0
332 2 1.5359293157545222e+01 5.4119943067454601e+00 6.1954509077869151e+00 0 0 0
149 1 1.4464872397559640e+01 4.6211753889981289e+00 4.0578887621563915e+00 0 0 0
331 2 1.2799228964415693e+01 5.5860821153890976e+00 4.7160447067038387e+00 0 0 0
127 1 1.1504800972594603e+01 7.1505614404708497e+00 1.0702009093637662e+01 0 0 0
748 1 2.1076127421474222e+00 9.5318444035248784e-01 3.2126493189009833e+00 0 1 0
342 2 1.4288065727601129e+01 7.5409549308098764e+00 7.3529459406092519e+00 0 0 0
80 1 8.0177877535039599e+00 5.7541292869203255e+00 1.0752662846958177e+01 0 0 0
971 2 5.7058843142963900e+00 2.0637737802838703e+00 1.0018575554362902e+01 0 1 0
967 2 3.7441986843956134e+00 3.9513403695315336e-01 8.2734783147112800e+00 0 1 0
44 1 2.9735848923897246e+00 2.2354239018624389e+00 8.9734881674834686e+00 0 0 0
789 1 6.9109058909150347e+00 3.5016034301961705e+00 1.0428363444439137e+01 0 1 0
930 2 1.7767705598153294e+00 2.5394139004442757e+00 1.0252274077426042e+01 0 1 0
825 1 2.9624899065755335e+00 6.2248322294248961e+00 1.2215434187055889e+01 0 1 0
73 1 6.4368027097844882e+00 5.6641800334649890e+00 6.8365597578360782e-01 0 0 0
259 2 6.9855095584747264e+00 2.7970437380674071e+00 7.8528691049747508e+00 0 0 0
82 1 5.3652691657578035e+00 5.6794775827975874e+00 1.2667388438715300e+01 0 0 0
43 1 5.8607334859676481e+00 6.5765460452079871e-01 8.6622659772326855e+00 0 0 0
861 1 1.1198606784649073e+01 2.7978942801129675e-01 9.2939061772304257e+00 0 1 0
330 2 1.5557382756107232e+01 2.9463351746110047e+00 1.1589782123850165e+01 0 0 0
1035 2 1.0064665705889986e+01 4.7758206836053709e+00 5.5522247377950604e+00 0 1 0
115 1 1.3166028102420277e+01 3.7023326011260527e+00 9.1046350959112576e+00 0 0 0
79 1 1.2313690695153095e+01 3.3169739425112033e+00 1.1407991264119476e+01 0 0 0
326 2 1.2786486502129829e+01 1.4269152620306800e+00 1.0290761084797497e+01 0 0 0
224 2 9.3691592665179648e+00 2.9327900686857911e+00 8.8895078254505790e+00 0 0 0
230 2 3.6887035072834982e+00 7.1772852606104109e+00 5.3533067044859859e+00 0 0 0
294 2 9.0396965568401804e+00 6.2082095416428784e-01 1.1753268522347305e+01 0 0 0
233 2 4.6813817447538444e+00 8.0388520791573352e+00 1.0974771216413322e+01 0 0 0
167 1 1.4584375620586036e+01 4.9306913929010863e+00 1.1099188571444255e+01 0 0 0
1626 2 1.4922202925329534e+01 4.2371094719520093e+00 9.1100230822709385e+00 0 0 0
1636 2 1.3931674925875013e+01 8.3605813221971470e+00 1.9548286402597714e+00 0 0 0
116 1 1.4062106884167227e+01 5.8950103924556796e+00 7.8219458880808972e+00 0 0 0
2337 1 4.3933412529004451e-01 3.0287746571677996e+00 1.1725390260465247e+01 1 1 0
1593 1 3.3810317272873323e+00 3.5607854387191331e+00 1.1087405083405240e+01 1 0 0
928 2 6.5084394732529216e-01 1.0847279867287156e+00 1.7583146176132978e+00 0 1 0
187 2 4.4882899294440533e+00 5.3580021785499277e+00 1.0947075596827005e+01 0 0 0
1945 1 5.0673721250812838e+00 6.6710732570307041e+00 9.7005069379555167e+00 1 0 0
258 2 7.1896356354942466e+00 6.7285691365823723e+00 1.2074483180276005e+01 0 0 0
205 2 5.8175037472411919e+00 8.3830696688225128e+00 6.8945559411024213e+00 0 0 0
217 2 9.2006097460385821e+00 4.1887080542129201e-01 3.7598712501181115e+00 0 0 0
257 2 7.6731467900835417e+00 3.1236095280269947e+00 1.2051409160505701e+01 0 0 0
120 1 1.1688044792711423e+01 7.1439875891177940e-01 1.2146307785569062e+01 0 0 0
110 1 1.1546961579197903e+01 3.0173663970668714e+00 7.4245203353837241e-01 0 0 0
2 1 1.6492061091736192e+00 3.0207275436178862e+00 7.4641183528985289e-01 0 0 0
1765 2 1.1668370230943144e+00 2.8802418044159537e+00 4.9936137025226026e+00 1 0 0
86 1 8.5180505039307040e+00 8.2656857241761337e+00 6.1063545696544508e-01 0 0 0
269 2 1.0348752471322644e+01 7.5772515228617490e+00 1.2412266230449436e+01 0 0 0
183 2 9.1463966904390315e-01 8.4791725377031462e+00 4.3517861665805455e+00 0 0 0
77 1 7.7170923066815265e+00 7.9690608819239923e+00 7.6684792498625223e+00 0 0 0
188 2 3.3796862138760991e-01 3.5448077008389933e-03 4.1546650614153320e+00 0 0 0
999 2 6.3978140413176838e+00 4.7680839716361523e-01 2.1001404506401187e+00 0 1 0
